Fairman House;http://www.hostelworld.com/hosteldetails.php/Fairman-House/Derry/46893;["2 Fairman Place", "Rosemount", "Derry", "Derry", "Northern Ireland"];91;268;1st Mar 2014;We are a three storey terraced town house built in the 1900s and located in a popular, residential area of Derry. Fairman house is an independent, family run hostel, offering an exceptionally high standard of accommodation at competitive prices. We welcome visitors from near and far, independent travellers or groups and we are confident that you will be delighted with the standard of our facilities and the convenience of our location.  Located less than a 15 minute walk from the City Centre, Fairman House offers a convenient, central location whether you are visiting the City for business or pleasure. Nearby there are a host of essential, local facilities including a post office, shops, takeaways, pubs & clubs, leisure facilities and a recreational park making this an idea base for your visit.  Free parking available. Transport to/from the City of Derry airport, train station and bus depot can be arranged.  We await your arrival...;;["Airport Transfers", "BBQ", "Breakfast Included", "Common Room", "Free Internet Access", "Free Parking", "Hairdryers For Hire", "Linen Included", "Luggage Storage", "Outdoor Terrace", "Parking", "Postal Service", "Reading Light", "Towels for hire"]
Travelodge Derry;http://www.hostelworld.com/hosteldetails.php/Travelodge-Derry/Derry/15194;["22-24 Strand Road", "Derry", "Northern Ireland"];91;27;27th Oct 2013;The Derry Travelodge is centrally located in the heart the city near the beautiful river Foyle. Designed to meet the needs of families, corporate guest or short break customers. The Derry city centre Travelodge cannot be beaten for price or value. Prices quoted are per room with all rooms sleeping 2 adults or 2 adults and 1 child. Bedrooms are spacious, with double or twin beds set with comfy duvets. Rooms have complimentary TCMF, multi channel TV and a bar cafe which opens daily;;["24 Hour Reception", "Bar", "Breakfast Not Included", "Café", "Elevator", "Fax Service", "Hairdryers", "Housekeeping", "Internet Access", "Tea/Coffee Making Facilities", "Wheelchair Accessible", "Child Friendly", "Non Smoking", "Pet Friendly"]
Hostel Connect;http://www.hostelworld.com/hosteldetails.php/Hostel-Connect/Derry/78436;["51 StrandRoad", "Derry", "Derry", "Northern Ireland"];54;6;1st Nov 2013;Introduction Hostel Connect is Derry City's Largest Hostel and can accommodate up to 74 people in both dorms and private rooms. It is situated in the heart of this Historic Walled City, which plays host to the City of Culture 2013, and only 2 minutes from all the action of the pubs, clubs, restaurants and the vibrant night life of this fantastic city. The building prior to the hostel was an old architect's office for 50 years, and you will notice some architecture relics throughout the hostel. Before acting as an architect's office it was a number of separate terrace houses which were then joined together along with some new additions to make the office space. We have completely renovated the building but have tried to keep its quirkiness and some of its history. Hostel Connect is funky, chilled out and will appeal to all types of travelers, young and older alike. Description Hostel Connect is located on the Strand Road, the main through fare and bus route of the city. We are literally 2 -5 minutes from the famous historic walls dating back to 1601; the Bogside area which is home to the famous Bogside Murals and the tragic and controversial Bloody Sunday conflict of 1972; and Waterloo Square where many of bars are located. The hostel can accommodate 76 people and is laid out over 2 floors totally 600 sq meters. We have 10 bedrooms consisting of two large dorms; two 9 bed dorms, one is a female only dorm; one 4 bed dorm and one 5 bed dorm; one private family room (double and triple bunk) and two private double rooms (double and regular bunk); and one triple/twin room (double and two single beds). Each room is named after the funky color that it has been painted! We have lovingly brought back the original wooden floors throughout most of the hostel adding a great ambiance. The hostel also boasts and huge common room where you can chill and hang out on sofas and bean bag chairs. We have specifically located this on the top floor and in its own wing of the building, so you wont be disturbed or wont disturb other guests. We plan to have plenty of music nights and pub crawls to keep you occupied as well! The hostel also has a good size kitchen and dining area (open 7am -10:30pm) on the first floor, and have placed microwaves for guest use anytime in the common room. There are 6 separate shower rooms (electric so youll never run out of hot water), 3 on each floor; the ones on the top floor have a shower, sink and toilet in each; and the first floor consists of 3 separate shower rooms, 3 toilet rooms and a 3 sink room. Dorm rooms have separate security lockers and plenty of storage space, while the most private rooms have wardrobes and lockers. We also have a huge safe in reception for those that just dont want to take a chance. We offer a free continental breakfast with each night stay, free wifi throughout the hostel and smiles are always free. Our aim at Hostel Connect is to provide budget-orientated sociable accommodation where guests can stay and enjoy the 'craic' in Derry, in a safe, clean and fun environment.;Please Note: Cash or Credit Cards are accepted as payment upon arrival All taxes are included in the rates shown  Check-in from 15.00 hours Check- out by 11am  Cancellation policy is 3 days in advance  This is a no smoking hostel Continental Breakfast is included   Our hostel is now complete, we have dropped our prices for this weekend and next week, as we want people to come and experience the hostel. This special price is for this weekend and the following week only and is for 1 Person for the first night of the stay. This price does not include groups.;["BBQ", "Book Exchange", "Breakfast Included", "Common Room", "DVD's", "Free City Maps", "Free Internet Access", "Free Parking", "Free WiFi", "Hairdryers For Hire", "Hot Showers", "Housekeeping", "Internet Access", "Kitchen", "Laundry Facilities", "Linen Included", "Lockers", "Luggage Storage", "Meals available", "Reading Light", "Tea/Coffee Making Facilities", "Tours/Travel Desk", "Towels for hire", "Washing machine", "Child Friendly", "Credit Cards Accepted", "No Curfew", "Non Smoking", "Taxes Included"]
Iona Inn;http://www.hostelworld.com/hosteldetails.php/Iona-Inn/Derry/46830;["15 Spencer Road", "Waterside", "Derry", "Northern Ireland"];40;15;;Whether on a flying visit or taking your time, Iona Inn guarantees you a relaxed and comfortable stay in one of Derry's finest bed and breakfasts. Fully equipped for all your needs, we have double, triple and family rooms, all featuring en-suite bathrooms, television, hairdryers and tea/coffee-making facilities. Towels are provided and cots are available if needed. Next door guests will find Iona House, a 19th-century pub where a fun atmosphere and a friendly welcome are always guaranteed. Here at Iona Inn we have collected numerous photos and items of historical information for those who are visiting Derry for the first time, or who are interested in finding out a little more about the city. Our brilliant staff will do whatever they can to make sure you have a great time in the Maiden City. Parking is available in a small private car park for 12 cars, or a larger car park holding approximately 50 cars. WiFi is available in public areas. Check-in: 2-11pm Please notify us in advance of your arrival time. Cancellations must be received at least 48 hours in advance. Credit cards are accepted. A full Irish breakfast is included in the rates.;;["Breakfast Included", "Cots available", "Hairdryers", "Laundry Facilities", "Lounge"]
Humphrey's at Rathmore;http://www.hostelworld.com/hosteldetails.php/Humphrey-s-at-Rathmore/Larne/75517;["126 Glenarm Road", "Larne", "Northern Ireland"];91;14;27th Aug 2013;Humphrey's is a Northern Ireland Tourist Board certified hostel with a five star food hygiene rating. Perfectly situated on the Causeway Coast, 20 miles north of Belfast, with views across the Irish Sea to the Mull of Kintyre, Humphrey's is the ideal location for outdoor pursuits such as biking and hiking. Humphrey's has dorms to sleep nine, eight, seven, four and three guests all with shared bathrooms. A large conference room provides facilities for group bookings. There is a common room with TV and free WIFI, along with a quiet room with a book exchange and board games. Humphrey's also has a huge recreation area with a pool table, table tennis, darts, weight bench and basketball court for activities in any weather. Lots of free parking and a lock-up garage for bikes and motorcycles add to the appeal.  There is a small on-site shop for toiletries and snacks.;Five star food hygiene rating. Humphrey’s is a no-smoking venue.  Cancellation policy 48 hours before 8am on the due date of arrival. Bed linen is provided and towels are available for hire. No sleeping bags permitted. Full catering is available if required for large group bookings.;["Bicycle Hire", "Bicycle Parking", "Board games", "Book Exchange", "Common Room", "DVD's", "Free Parking", "Free WiFi", "Games Room", "Hairdryers", "Hot Showers", "Kitchen", "Linen Included", "Lockers", "Luggage Storage", "Meeting Room", "Parking", "Pool Table", "Tea/Coffee Making Facilities", "Towels for hire", "Washing machine", "Credit Cards Accepted", "Non Smoking", "Taxes Included"]
The Mourne Lodge;http://www.hostelworld.com/hosteldetails.php/The-Mourne-Lodge/Mourne-Mountains/2190;["Bog Road", "Atticall", "Kilkeel", "Co Down", "Mourne Mountains", "Northern Ireland"];77;35;30th Dec 2013;The 31 bed centre boasts of excellent budget accommodation. All rooms are en-suite with a mixture of private two beds, four bed and eight bed dorms. The centre provides secure car parking, laundry facilities at an extra cost, bike storage, self catering kitchen, lounge, restaurant, and conference suite. Our new renovation includes a new wood burning stove in the lounge, extra shower facilities, BBQ and patio area as well as free Wi-Fi in some areas! Restaurant meals should be booked in advance. During the winter months it is important to book breakfast with us and this is available at an extra cost starting from £3pp. We offer the backpacker / outdoor enthusiast / family group everything for their stay. We also cater for the disabled and the elderly; pets are allowed but an extra charge of £10 is incurred. We welcome private family celebrations. Check out our website for local activities and visitor attractions. We are only one hour from Belfast or one and a half hours from Dublin airport. We are centrally located if you wish to visit Belfast.;One mile from the Silent Valley.  3 Miles from Kilkeel.  Rural bus transport. Free secure car parking. Self-catering kitchen. Free Wi-Fi. Free Maps. Free bicycle hire (when available) Free tea and coffee. Free soup in the winter months. Wet gear to hire. Picnic basket to hire. Folding chairs to hire for your picnic.;["BBQ", "Bicycle Parking", "Board games", "Breakfast Included", "Cafe", "Common Room", "Free Parking", "Free WiFi", "Hairdryers", "Hairdryers For Hire", "Hot Showers", "Housekeeping", "Kitchen", "Linen Included", "Lockers", "Luggage Storage", "Meals available", "Parking", "Restaurant", "Towels for hire", "Wheelchair Accessible", "Child Friendly", "Credit Cards Not Accepted", "Non Smoking", "Taxes Included"]
Hutt Hostel;http://www.hostelworld.com/hosteldetails.php/Hutt-Hostel/Newcastle/82007;["30 Downs Road", "Newcastle", "Newcastle", "Northern Ireland"];0;0;;We offer a range of room sizes, a fully equipped self catering kitchen and a self-contained family apartment which can accommodate up to 6 people. We have a large laundry and drying room facility especially suited to the 'mucky' outdoor adventurer. A comfortable chill out lounge with a log burning stove and games room to help you relax complete with a full size pool table. A children’s adventure playground is located across the road from the hostel. There is also plenty of car parking close by. Hutt Hostel is perfect for anyone seeking an adventure/seaside holiday and sampling the wide range of outdoor activities on offer nearby such as horse riding, rock climbing, hill walking and canoeing. The Hutt Hostel, Newcastle provides budget accommodation designed to meet the needs of people who love the outdoors. We have excellent facilities combined with a warm and welcoming atmosphere. The building has undergone major improvements to bring something fresh and exciting to Newcastle. Please note: Cancellation policy: 48h before arrival. In case of a late cancellation or No Show, you will be charged the first night of your stay. Check in from 17:00 to 23:00, earlier check in available if contact hostel directly. Check out before 10:00. Payment upon arrival by cash.  Taxes included. Breakfast included. No curfew. Non smoking.;The Hutt Hostel is open 7 days a week from 5pm. (reception is only open for a limited time each day) Days and times may differ during winter season. Please note online bookings cannot be made on the same day.  We operate a 48 hour cancellation policy.  Maximum stay 1 week.   Cancellation policy: 48h before arrival. In case of a late cancellation or No Show, you will be charged the first night of your stay.  Check in from 17:00 to 23:00, earlier check in available if contact hostel directly. Check out before 10:00.  Payment upon arrival by cash.  Taxes included. Breakfast included. No curfew. Non smoking.;["Adaptors", "Bicycle Hire", "Bicycle Parking", "Board games", "Book Exchange", "Breakfast Included", "Common Room", "Free City Maps", "Free Parking", "Free WiFi", "Games Room", "Hairdryers For Hire", "Hot Showers", "Kitchen", "Laundry Facilities", "Linen Included", "Lockers", "Pool Table", "Reading Light", "Tea/Coffee Making Facilities", "Tours/Travel Desk", "Towels for hire", "Washing machine"]
Portrush Holiday Hostel;http://www.hostelworld.com/hosteldetails.php/Portrush-Holiday-Hostel/Portrush/40338;["24 Princess Street", "Portrush", "Portrush", "Northern Ireland"];95;158;13th Mar 2014;We are a small family run hostel in the centre of Portrush, near to all popular amusements, bars, local recreation parks and award winning restaurants. We offer comfortable, friendly, budget accommodation which is suitable for all visitors to the beautiful North Coast and Giants Causeway We have a Cyber Cafe in the hostel and Wi-Fi and internet connection in all bedrooms and throughout the building. There is also a large comfortable living room with real coal fire for the enjoyment of all our guests. We also have a large kitchen with all utensils that are needed. All points of interest are only a short walking distance, including train and bus stations. We provide a free self-service breakfast, which consists of tea/coffee, cereals, breads, jams, milk and butter. All guests must be over 18 years of age unless accompanied by an adult Strictly No Stag/Hen Parties Groups of 5 people or more must contact the Hostel prior to booking. Groups of more than 2 people under the age of 21 years must contact the Hostel prior to booking. Groups found to be making multiple small bookings will be asked to leave, resulting in loss of payment in full. PLEASE NOTE  Our large family room and rates are strictly for families of 2 adults & 3 children under 16 years of age. Our small family room and rates are strictly for families of 2 adults & 2 children under 16 years of age. Photographic ID may be asked for when checking in at reception. Reception opening hours: 8.30AM TO 9.30PM Check in time is strictly between 3.00pm and 9.30pm Latest check out time is 11.00am Assistance outside of these hours may be made with prior notice. CANCELLATIONS: If cancelled up to 2 days before date of arrival, 20 percent of total price of the reservation will be charged.  If cancelled later, 100 percent of the first night will be charged. NO SHOW POLICY: In case of no-show, the total price of the reservation will be charged;PLEASE NOTE  Our large family room and rates are strictly for families of 2 adults & 3 children under 16 years of age Our small family room and rates are strictly for families of 2 adults & 2 children under 16 years of age  CANCELLATIONS: If cancelled up to 2 days before date of arrival, 20 percent of total price of the reservation will be charged. If cancelled later, 100 percent of the first night will be charged.  NO SHOW POLICY: In case of no-show, the total price of the reservation will be charged;["BBQ", "Bicycle Hire", "Bicycle Parking", "Board games", "Breakfast Included", "Cable TV", "Card Phones", "Common Room", "DVD's", "Free City Maps", "Free Internet Access", "Free Parking", "Free WiFi", "Hairdryers", "Hot Showers", "Internet Access", "Kitchen", "Laundry Facilities", "Linen Included", "Lockers", "Luggage Storage", "Outdoor Terrace", "Tea/Coffee Making Facilities", "Towels for hire", "Towels Included", "Vending Machines", "Washing machine", "Age Restriction", "Child Friendly", "Credit Cards Accepted", "No Curfew"]
Portrush Townhouse;http://www.hostelworld.com/hosteldetails.php/Portrush-Townhouse/Portrush/75877;["6 Bath Street", "Portrush", "Portrush", "Northern Ireland"];97;41;12th Jan 2014;Portrush Townhouse, a Victorian Townhouse provides an ideal location from which to explore the picturesque North Antrim Coast area including Dunluce Castle, Giant's Causeway, Bushmills Distillery and Carrick a Rede Rope Bridge to name a few. 6 Bed and 8 Bed Dorms, Family rooms and a Self Catering 4 Bed Apartment available Our family-friendly facilities include a common room with a wood burning stove, two dining rooms, laundry and drying facilities, wifi and TV, guests can use the fully equipped self-catering kitchen, tea and coffee provided. Surfboard, Wetsuit, Bodyboard, Kayak, SUP hire available and special rates on surfing lessons.. Other activities available in the area include golf, horse riding, cycling, stand up paddle boarding, kayaking, coasteering, fishing, scenic boat tours and art / craft. Open year round, this hostel specialises in 'surf and stay packages. Please note: Check-in from 15:00-20:00 Check- out by 11:00 Cancellation policy is 3 days in advance We accept payment by cash, debit & credit card;Check in time is between 3pm (15:00) and 8pm (20:00) You must make special arrangements with the hostel if you will be arriving outside these times. There's absolutely no check-in after 10pm under any circumstances. Check-out: 11am. We have a 72-hour cancellation policy. If you cancel your booking with less than 72 hours notice your card will be charged for the first night's accommodation.;["BBQ", "Bicycle Parking", "Common Room", "DVD's", "Free Internet Access", "Free WiFi", "Hot Showers", "Housekeeping", "Internet Access", "Kitchen", "Laundry Facilities", "Linen Included", "Lockers", "Luggage Storage", "Outdoor Terrace", "Reading Light", "Tea/Coffee Making Facilities", "Towels for hire", "Washing machine", "Child Friendly", "Curfew", "Non Smoking"]
Brae-Mar Bed & Breakfast;http://www.hostelworld.com/hosteldetails.php/Brae-Mar-Bed-and-Breakfast/Portrush/47069;["99 Coleraine Road", "Portrush", "Portrush", "Northern Ireland"];61;4;8th Jun 2013;Brae-Mar Bed & Breakfast is a cosy, family-run property located on the main from road from Coleraine to Portrush, just half a mile from the town centre. Portrush is a charming seaside resort with a lively nightlife, traditional culture and spectacular scenery, and staying at Brae-Mar Bed & Breakfast puts you at the heart of all the action. If you're a fan of the famous International North West 200, you will be pleased to hear that we are located on the 'Approach to Metropole' section of the race course. All rooms at Brae-Mar Bed & Breakfast are equipped with en-suite bathrooms, satellite TV, free WiFi and tea/coffee-making facilities. A complimentary breakfast is served between 8 and 10.30am and consists of a full Ulster Fry, along with toast, cereals, juice, tea and coffee. As well as our comfortable accommodation we have a cosy living room with satellite TV and a PC with printer and internet access available for guests' use. Your host, Alan, is native to the area, meaning he can offer you insider knowledge of all the best places to visit on Northern Ireland's north coast. Check-in: 2-8pm Check-out: before 1pm Cancellations must be received at least 48 hours in advance. Credit cards are accepted. Standard 4 Bed Private Ensuite price is for 2 adults and 2 children. For 4 adults a surcharge will be applied.;;["Breakfast Included", "Free WiFi", "Internet Access", "Lounge"]
Rick's Causeway Coastal Hostel;http://www.hostelworld.com/hosteldetails.php/Rick-s-Causeway-Coastal-Hostel/Portstewart/27279;["4 Victoria Terrace", "Portstewart", "Northern Ireland"];85;203;15th Feb 2014;This is a small cosy hostel in the pleasant sea-side town of Portstewart, and since the hostel is only 50 metres from the ocean many of the rooms have a sea view.  there is a fully equipped self-catering kitchen, relaxed dining area and an extremely comfortable common room featuring an open fire and lots of books. The hostel is centrally heated throughout and has a variety of rooms, some 6 or 8 bed dorms, some family rooms and some double or twin rooms. A number of these are en-suite and for the other rooms there are showers with hot water available all day. Check in can be up to 22.00 at night but if you expect to arrive after 20.00 you should contact the hostel to let us know. The hostel has good bus connections with Belfast, Derry and all the sights of the Causeway Coast, so it is an excellant base for exploring The Giants Causeway, Dunluce Castle, The Old Bushmills Whisky Distillery, Carrick-a-rede rope bridge and The Mussenden Temple. For those with cars there is free on street parking immediatly in front of the hostel. Portstewart itself has a pleasant sea front witrh a variety of restraunts and cafes or fast food outlets and some great pubs, including 'The Anchor', voted the best pub in Co Londonderry 2007. There is a beatifull 3.5 kilometre sandy beach, owned by the National Trust, boat hire and fishing trips from the harbour, golf courses and nearby horseriding facilities. For the surfers there are a couple of surf shops to meet their needs and to provide local advice about surf conditions.;;["Breakfast Not Included", "Common Room", "Free Parking", "Hairdryers For Hire", "Luggage Storage", "Towels for hire", "Wheelchair Accessible"]
Whitepark Bay Hostel;http://www.hostelworld.com/hosteldetails.php/Whitepark-Bay-Hostel/Whitepark-Bay/455;["157 Whitepark Road", "Ballintoy", "Whitepark Bay", "Northern Ireland"];94;230;24th Sep 2013;Seeing is believing! The views from Whitepark Bay Youth Hostel overlooking the Atlantic Ocean must be amongst the most spectacular in the world. Relaxing in the lounge, or from the balcony or picnic area, you can enjoy the most amazing view out to Rathlin and the Scottish Island of Islay. Take a stroll along the beach in the evening and watch the sun set over Portbradden or if you're an early bird you can also enjoy watching the sun rise up through Rathlin. It is the perfect base to explore the Giant's Causeway, the Carrick-a-Rede Rope Bridge, Rathlin Island, The Bushmills Distillery, Dunluce Castle or make it your overnight stop whilst walking the Ulster Way. The hostel itself has a large lounge overlooking the sea, a tv room, dining room and kitchen. We have 15 bedrooms all ensuite, some rooms have sea views.  We have 4 twins (with tv), 10 x 4 bedded rooms and 1 x6 bedded room. The hostel is modern, clean and comfortable. Cyclists are most welcome, we have secure bicycle storage available. Tips: As it is a beautiful but rural location, best to bring supplies of food and drinks with you.;During July and August check-in at Whitepark Bay Youth Hostel is from 2.30pm-9.30pm.  Duing April, May, June, September and October check-in is from 5pm - 9.00pm.  From November to March, hostel is only open for group bookings.;["Bicycle Parking", "Breakfast Not Included", "Common Room", "Free Parking", "Hairdryers For Hire", "Kitchen", "Linen Included", "Luggage Storage", "Outdoor Terrace", "Parking", "Reading Light", "Towels for hire", "Wheelchair Accessible"]
Mountain Hostel Tarter;http://www.hostelworld.com/hosteldetails.php/Mountain-Hostel-Tarter/El-Tarter/69672;["Sant Pere del Tarter", "El Tarter", "Andorra"];98;16;7th Dec 2013;Perfect for mountain sports and activities like skiing, snowboarding, freeride, freestyle, and ski touring in winter season, and mountain biking, hiking, and trail running in summer season.  Open all year.  We offer a very cozy atmosphere, and furthermore we are an Eco-friendly hostel: we use solar energy and facilities that contribute to save energy. -Imagine sleeping in Andorra, at the front door of an impressive ski resort such as Grandvalira, with over 200km of slopes at your disposal in one most amazing surrounding of the Pyrenean Mountains. -Imagine a rustic home, with the typical Andorran architecture built over 200 years ago, recently restored and with solar power. -Imagine staying in modern facilities, recently inaugurated, warm, where rustic and comfort blend in with your favourite hobby. -Imagine enjoying Andorra in a friendly atmosphere, where you share with fellow travelers your passion for mountain sports. Well stop imagining and make it happen! Welcome to Mountain Hostel Tarter! A new concept of accommodation situated in El Tarter, 200 meters away from Grandvalira, El Tarter ski resort’s main access, where you’ll also find the best snowpark of the Pyrenees and over 200km of ski slopes! Mountain Hostel Tarter is a unique establishment in Andorra, made for travelers by travelers and designed to offer what we usually look out for when we’re travelling: a comfy and practical place to stay, in a warm and friendly atmosphere. All of this with the best quality/price you’ll find, and in a renewed rustic and sustainable home. So forget about the accommodation and sleeping..! We’re here for that! It’s up to you to make the most out of your days in Andorra, practicing your favourite sport or hobby by the way, which one is it? Ski, snowboard, telemark, randone skiing, freestyle, freeride, mountain biking, downhill biking, trekking, Via Ferradas, etc. Enjoy it! Our facilities: - Modern bathroom with toilets, showers and washbasin. They are shared and mixed, but with individual cabins, of course! We also offer hot water 24hrs. Towels for rent for 1,50 EUR. - Dining room with a full equipped and communal kitchen where guests can make themselves a hearty meal or quick snack. You also have vending machines for drinks and snacks, 24hrs. - A small grocery store where you can buy the ingredients for your favourite dishes, and other primary items. If you don't want cook, we offer quality prepared meals. - A very cozy living room with fireplace, sofas, puffs, television, reading, table games and free Wi-Fi, where you can relax, or surf the net beside the fireplace. - Free Wi-Fi throughout the hostel, also in the rooms. - For skiers and snowboarders there’s a boot dryer and ski locker service. - Winter activities: skiing, snowboarding, telemark, freestyle, free ride, ski touring, snowshoeing, heliski, paragliding - Summer activities: mountain downhill bike, cross-country mountain bike, road bike, hiking (peaks and lakes), trail running, via ferrata, and all mountain sports you can imagine! - Trips, tours and mountain activities can also be booked at our reception, so don't be afraid to ask. - We will help you organize your days in Andorra, and we’ll give you good recommendations on any subject, so you can enjoy your stay with us. Accommodation: We have two dorm types available: 4 beds and 5 beds, and can sleep a total of 40 people. - Room for 4 people, with two bunk beds - Room for 5 people, with two bunk beds and an individual bed. In all rooms, each bed has its own reading light and socket. All rooms have heating and free Wi-Fi. From all our windows you can see the mountain and the sky. Bed sheets, linen and duvet are provided and all rooms have security lockers. You will need a padlock. If you don't have padlock we can sell you one for 1,50 EUR. Bathrooms are shared on the ground floor with shower, toilet and sink, with 24hr hot water. Please note: Cancellation Policy: 2 days before arrival Check In: 5.00 pm Check Out: 10.00 am Method of Payment upon the arrival: Cash, Credit Cards, Debit Cards Breakfast is not included. Taxes are included. Special Conditions for NYE: Cancellation policy is 15 days;Please note:  Cancellation Policy: 2 days before arrival  Check In: 5.00 pm Check Out: 10.00 am  Method of Payment upon the arrival: Cash, Credit Cards, Debit Cards  Breakfast is not included. Taxes are included.   Special Conditions for NYE: Cancellation policy is 15 days;["24 Hour Security", "BBQ", "Bicycle Parking", "Board games", "Breakfast Not Included", "Cable TV", "Cafe", "Common Room", "Free City Maps", "Free WiFi", "Hot Showers", "Housekeeping", "Internet Access", "Kitchen", "Laundry Facilities", "Linen Included", "Lockers", "Luggage Storage", "Meals available", "Mini-Supermarket", "Outdoor Terrace", "Postal Service", "Reading Light", "Tea/Coffee Making Facilities", "Tours/Travel Desk", "Towels for hire", "Vending Machines", "Washing machine", "Child Friendly", "Non Smoking", "Pet Friendly", "Taxes Included"]
Dioskouros;http://www.hostelworld.com/hosteldetails.php/Dioskouros/Athens/6337;["6 Pittakou Street Acropolis", "Plaka", "Athens", "Greece"];83;1577;13th Mar 2014;;Important: CC payments only acceptable for bookings over Eur40.  Payments by CC will have an additional 3% charge.;["24 Hour Reception", "24 Hour Security", "Air Conditioning", "Bar", "Board games", "Book Exchange", "Breakfast Included", "Common Room", "Free City Maps", "Free Internet Access", "Free WiFi", "Hot Showers", "Housekeeping", "Kitchen", "Laundry Facilities", "Linen Included", "Luggage Storage", "Outdoor Terrace", "Reading Light", "Safe Deposit Box", "Tea/Coffee Making Facilities", "Tours/Travel Desk", "Towels Included", "Vending Machines", "Washing machine", "Credit Cards Accepted", "Taxes Included"]
Pella-Inn;http://www.hostelworld.com/hosteldetails.php/Pella-Inn/Athens/49709;["Ermou 104", "Athens", "Greece"];81;891;16th Mar 2014;The only Hostel in Athens, where antiquity, modernity, comfort and value all meets in the best location in the city of Athens with the best view of the Acropolis. Free Walking Tour!!!  Free Sheets & Towels Free Internet in the Common Area  Free Maps of the City Free Great Services. Reception Is Open 24/24 (No Curfew) Pella Inn is situated in the heart of the old town of Athens within walking distance from the famous Acropolis, Monastiraki square and Plaka. The rooms and their balconies have a direct view of the Acropolis, as does the rooftop bar, which is perfect for chilling out, having a good time and meeting other travellers while enjoying the amazing view of the Acropolis and the rest of the city. The nearest metro station, Monastiraki, is only 150 meters away providing easy access to and from the airport, as well as a direct line to the port of Piraeus.  The excellent location of Pella Inn gives you immediate access to all the interesting sights of Athens such as the Acropolis, the Ancient Agora, Keramikos, the Olympic Stadium, the National Archeological Museum, etc. Our friendly staff is always prepared to advise you on how to get around the city, from the tourist sites to places 'off the beaten path'. **Note: Cancellations must be made by email** Advice about arrival time Reception 24 hours Check out 11am Credit Card Facilities At Pella Inn you can also book a one-day cruise on our Yacht to enjoy the sun, sea and sand in the nearby islands!  *SPECIAL OFFER* 10 % discount for the sailing trip if you book in advance - send us an email!!!!;Advice about arrival time: Reception 24 hours Check out 11am Credit Card Facilities Breakfast is not included **Note: Cancellations must be made by email*;["24 Hour Reception", "24 Hour Security", "Air Conditioning", "Bar", "Book Exchange", "Cafe", "Card Phones", "Common Room", "Currency Exchange", "Elevator", "Free City Maps", "Free Internet Access", "Free WiFi", "Hairdryers For Hire", "Hot Showers", "Internet Access", "Linen Included", "Luggage Storage", "Outdoor Terrace", "Tea/Coffee Making Facilities", "Tours/Travel Desk", "Towels Included"]
Athens Backpackers;http://www.hostelworld.com/hosteldetails.php/Athens-Backpackers/Athens/6324;["12 Makri Street", "11742 Athens", "Athens", "Greece"];88;4113;7th Mar 2014;;Reception is open 24hrs. Check-in: 2pm. We have a 24hr cancellation policy. All cancellations and changes must be received in writing and responded to 24 hours prior to our 2pm check-in time. Credit cards accept for charges of €50 or more.;["24 Hour Reception", "24 Hour Security", "Adaptors", "Air Conditioning", "Bar", "Bicycle Parking", "Board games", "Book Exchange", "Breakfast Included", "Cafe", "Common Room", "DVD's", "Elevator", "Free City Maps", "Free Internet Access", "Free Parking", "Free WiFi", "Games Room", "Hairdryers", "Hairdryers For Hire", "Hot Showers", "Housekeeping", "Internet Access", "Key Card Access", "Kitchen", "Laundry Facilities", "Linen Included", "Lockers", "Luggage Storage", "Meals available", "Meeting Room", "Nightclub", "Outdoor Terrace", "Parking", "Reading Light", "Restaurant", "Safe Deposit Box", "Tea/Coffee Making Facilities", "Tours/Travel Desk", "Towels for hire", "Washing machine"]
